,CO_IPRESS,NAME,YEAR,MONTH,UBIGEO,STATE,PROVINCE,DISTRICT,SECTOR,CATEGORY,CATEGORY2,QTY_CONSULTING_ROOM,QTY_OPERATIONS_CONSULTING_ROOM,QTY_BEDS,QTY_DOCTORS,QTY_DOCTORS_SERUM,QTY_DOCTORS_RESIDENT,QTY_NURSE,QTY_DENTISTS,QTY_PSYCHOLOGISTS,QTY_NUTRITIONISTS,QTY_MEDICAL_TECHNOLOGISTS,QTY_OBSTETRICIANS,QTY_PHARMACEUTICAL,QTY_AUXILIARY_PERSONAL,QTY_OTHER_PROFESSIONS,QTY_AMBULANCIAS
304,21094,LIMATAMBO SEDE MINKA II,2020,12,70101,CALLAO,CALLAO,CALLAO,PRIVADO,I-3,I,7.0,7.0,0.0,15.0,0.0,0.0,2.0,7.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0
305,21096,CLINICA ESPECIALIZADA EN CIRUGÍA PLÁSTICA SAN AGUSTIN,2020,12,150121,LIMA,LIMA,PUEBLO LIBRE,PRIVADO,II-E,II,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
306,21289,CLINICA DR AUGUSTO CACERES CABELLO-PIEL Y MEDICINA ESTETICA,2020,12,150120,LIMA,LIMA,MAGDALENA DEL MAR,PRIVADO,I-2,0,4.0,6.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,22016,CLINICA LA LUZ OFTALMOLOGIA,2020,12,150105,LIMA,LIMA,BREÑA,PRIVADO,0,0,4.0,6.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0
308,22113,CLINICA SANTA JULIA  S.A.C.,2020,10,150114,LIMA,LIMA,LA MOLINA,PRIVADO,II-E,II,1.0,2.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
309,23022,CLINICA AVANSALUD,2020,12,150120,LIMA,LIMA,MAGDALENA DEL MAR,PRIVADO,II-E,II,2.0,4.0,4.0,16.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,1.0,10.0,3.0,0.0
310,23151,CLINICA CORI,2020,12,150117,LIMA,LIMA,LOS OLIVOS,PRIVADO,II-E,II,20.0,3.0,14.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,2.0,1.0
311,23159,HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR,2020,12,150142,LIMA,LIMA,VILLA EL SALVADOR,MINSA,II-2,II,37.0,0.0,387.0,327.0,0.0,0.0,371.0,2.0,5.0,14.0,48.0,44.0,25.0,467.0,1.0,2.0
312,23288,Centro Clínico Gamarra,2020,12,150115,LIMA,LIMA,LA VICTORIA,PRIVADO,I-3,I,11.0,18.0,0.0,22.0,0.0,0.0,9.0,2.0,1.0,2.0,8.0,6.0,1.0,16.0,1.0,0.0
313,23509,MEDICINA EMPRESARIAL DE PREVENCIÓN EN SALUD OCUPACIONAL SAC,2020,12,150141,LIMA,LIMA,SURQUILLO,PRIVADO,I-3,I,4.0,4.0,0.0,4.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
314,23578,NUTRIMEDIC,2020,12,70102,CALLAO,CALLAO,BELLAVISTA,PRIVADO,I-2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
315,23741,OFTALMO VISSUM SOCIEDAD ANONIMA CERRADA,2020,12,150140,LIMA,LIMA,SANTIAGO DE SURCO,PRIVADO,II-E,II,1.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
316,23833,INSTITUTO OFTALMOLOGICO LA LUZ SOCIEDAD ANONIMA CERRADA - INSTITUTO OFTALMOLOGICO LA LUZ S.A.C.,2020,12,150101,LIMA,LIMA,LIMA,PRIVADO,II-E,II,10.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0
317,23852,OFTALMOSALUD,2020,12,150117,LIMA,LIMA,LOS OLIVOS,PRIVADO,II-E,II,9.0,11.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,1.0
318,23901,INSTITUTO DE GAMMA KNIFE DEL PACIFICO SAC,2020,9,150122,LIMA,LIMA,MIRAFLORES,PRIVADO,0,0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
319,23918,CIRUGIA LAPAROSCOPICA E.I.R.LTDA,2020,12,150116,LIMA,LIMA,LINCE,PRIVADO,II-E,II,2.0,4.0,12.0,5.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,4.0,1.0,9.0,3.0,0.0
320,24049,CONSULTORIO SORMEDIC,2020,7,150120,LIMA,LIMA,MAGDALENA DEL MAR,PRIVADO,I-2,0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
321,24132,SANNA CENTRO CLÍNICO CHACARILLA,2020,1,150140,LIMA,LIMA,SANTIAGO DE SURCO,PRIVADO,I-3,I,24.0,47.0,0.0,92.0,0.0,0.0,2.0,1.0,6.0,4.0,2.0,0.0,1.0,8.0,0.0,0.0
322,24178,CLINIC NOVASALUD,2020,12,150142,LIMA,LIMA,VILLA EL SALVADOR,PRIVADO,II-E,II,5.0,10.0,6.0,14.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0
323,24299,CENTRO AMBULATORIO  CLINICA INTERNACIONAL - SEDE SURCO,2020,9,150140,LIMA,LIMA,SANTIAGO DE SURCO,PRIVADO,I-3,I,78.0,0.0,0.0,90.0,0.0,0.0,41.0,12.0,1.0,2.0,27.0,14.0,2.0,30.0,0.0,0.0
324,24304,CLINICA RINOFACIAL E.I.R.L,2020,12,150140,LIMA,LIMA,SANTIAGO DE SURCO,PRIVADO,II-E,II,4.0,8.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
325,24327,POLICLINICO GINEMED,2020,2,70103,CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO,PRIVADO,I-3,I,3.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
326,24727,CLÍNICA SANTO TORIBIO,2020,1,150101,LIMA,LIMA,LIMA,PRIVADO,II-E,II,34.0,34.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
327,24750,ARIE,2020,12,150132,LIMA,LIMA,SAN JUAN DE LURIGANCHO,PRIVADO,I-2,0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,18.0,0.0,0.0,0.0,5.0,0.0
328,24872,LINE CONTROL CENTER,2020,9,150130,LIMA,LIMA,SAN BORJA,PRIVADO,I-2,0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
329,24924,CLÍNICA CORPORACIÓN DE CIRUJANOS PLÁSTICOS,2020,12,150122,LIMA,LIMA,MIRAFLORES,PRIVADO,II-E,II,3.0,3.0,3.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
330,25076,CONSULTORIOS EXTERNOS ANGLO AMERICANA,2020,12,150131,LIMA,LIMA,SAN ISIDRO,PRIVADO,I-2,0,33.0,66.0,0.0,63.0,0.0,0.0,2.0,0.0,0.0,0.0,25.0,0.0,1.0,3.0,0.0,0.0
331,25474,P.S. JOSE OLAYA,2020,2,70101,CALLAO,CALLAO,CALLAO,GOBIERNO REGIONAL,I-2,0,8.0,9.0,0.0,5.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,3.0,0.0,8.0,1.0,0.0
332,25575,CENTRO CLÍNICO SAN NICOLAS,2020,12,150110,LIMA,LIMA,COMAS,PRIVADO,I-3,I,12.0,17.0,0.0,15.0,0.0,0.0,8.0,4.0,1.0,1.0,5.0,8.0,1.0,17.0,1.0,0.0
333,25598,CLINICA MATER PURISSIMA,2020,11,150110,LIMA,LIMA,COMAS,PRIVADO,II-E,II,5.0,10.0,8.0,8.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,6.0,1.0,6.0,1.0,0.0
334,25930,CLINICA SANENS,2020,12,150141,LIMA,LIMA,SURQUILLO,PRIVADO,II-E,II,1.0,2.0,9.0,10.0,0.0,0.0,12.0,0.0,0.0,1.0,2.0,0.0,1.0,16.0,3.0,0.0
335,26009,CAP III CARABAYLLO,2020,12,150106,LIMA,LIMA,CARABAYLLO,ESSALUD,I-3,I,6.0,15.0,0.0,15.0,0.0,0.0,16.0,5.0,2.0,3.0,5.0,4.0,3.0,0.0,5.0,0.0
336,26642,SANNA CENTRO CLINICO MIRAFLORES,2020,1,150122,LIMA,LIMA,MIRAFLORES,PRIVADO,I-3,I,26.0,46.0,0.0,63.0,0.0,0.0,4.0,2.0,4.0,3.0,2.0,0.0,1.0,10.0,1.0,0.0
337,26777,EXPERTTA,2020,4,150122,LIMA,LIMA,MIRAFLORES,PRIVADO,0,0,0.0,0.0,0.0,16.0,0.0,0.0,4.0,0.0,1.0,2.0,4.0,2.0,2.0,3.0,0.0,0.0
338,26793,CLINICA BELLAFORMA,2020,9,150113,LIMA,LIMA,JESUS MARIA,PRIVADO,II-E,II,1.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
339,26936,CLINICA AVIVA SEDE MENDIOLA,2020,11,150117,LIMA,LIMA,LOS OLIVOS,PRIVADO,II-E,II,18.0,17.0,20.0,108.0,0.0,0.0,41.0,4.0,0.0,1.0,4.0,5.0,3.0,32.0,7.0,0.0
340,27216,MEPSO,2020,12,150119,LIMA,LIMA,LURIN,PRIVADO,I-3,I,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
341,27320,CLINICA AUNA GUARDIA CIVIL,2020,12,150131,LIMA,LIMA,SAN ISIDRO,PRIVADO,II-E,II,5.0,5.0,28.0,121.0,0.0,0.0,50.0,0.0,0.0,2.0,10.0,0.0,3.0,40.0,13.0,0.0
